category,text
relevent,At what time are you coming.
relevent,Call him and say you not coming today ok and tell them not to fool me like this ok
relevent,I emailed yifeng my part oredi.. Can ü get it fr him..
relevent,R u sure they'll understand that! Wine * good idea just had a slurp!
relevent,Minimum walk is 3miles a day.
relevent,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.
relevent,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
relevent,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
not_relevent,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
relevent,Please attend the phone:)
relevent,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
relevent,No messages on her phone. I'm holding it now
relevent,Can... I'm free...
relevent,"Yo my trip got postponed, you still stocked up?"
relevent,"Sorry, I'll call later"
relevent,I am waiting for your call sir.
relevent,Hey what are you doing. Y no reply pa..
relevent,"Hey elaine, is today's meeting still on?"
relevent,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
relevent,Most of the tiime when i don't let you hug me it's so i don't break into tears.
relevent,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
relevent,And now electricity just went out fml.
relevent,"Looks like you found something to do other than smoke, great job!"
relevent,Also andros ice etc etc
relevent,:)
relevent,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
relevent,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
relevent,Hows that watch resizing
relevent,Dear umma she called me now :-)
relevent,Just finished. Missing you plenty
not_relevent,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
relevent,"Well, I meant as opposed to my drunken night of before"
relevent,K... Must book a not huh? so going for yoga basic on sunday?
not_relevent,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
relevent,Ok can...
relevent,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
relevent,So u workin overtime nigpun?
relevent,Same as kallis dismissial in 2nd test:-).
relevent,O. Guess they both got screwd
not_relevent,Please CALL 08712402972 immediately as there is an urgent message waiting for you
relevent,"I'm in a meeting, call me later at"
relevent,What r u cooking me for dinner?
relevent,Ok thanx...
relevent,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
relevent,Then i buy.
not_relevent,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
relevent,Heehee that was so funny tho
relevent,It only does simple arithmetic not percentages.
relevent,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
not_relevent,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
relevent,Thanks honey. Have a great day.
relevent,"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
relevent,Good night my dear.. Sleepwell&amp;Take care
relevent,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
relevent,"Jus chillaxin, what up"
relevent,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
relevent,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
not_relevent,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
relevent,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!"
relevent,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
relevent,Only once then after ill obey all yours.
relevent,No she didnt. I will search online and let you know.
relevent,Where do you need to go to get it?
relevent,No pic. Please re-send.
relevent,He remains a bro amongst bros
relevent,Uhhhhrmm isnt having tb test bad when youre sick
relevent,But i haf enuff space got like 4 mb...
not_relevent,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
not_relevent,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
not_relevent,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
not_relevent,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
not_relevent,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
not_relevent,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
not_relevent,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
relevent,True. Its easier with her here.
relevent,Sure but since my parents will be working on Tuesday I don't really need a cover story
relevent,Haha okay... Today weekend leh...
relevent,Hi darlin did youPhone me? Im atHome if youwanna chat.
relevent,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
relevent,You've always been the brainy one.
relevent,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
not_relevent,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
relevent,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
relevent,Sending you greetings of joy and happiness. Do have a gr8 evening
relevent,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
relevent,If india win or level series means this is record:)
relevent,Then what about further plan?
relevent,Its good to hear from you
relevent,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
relevent,What time you thinkin of goin?
not_relevent,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
not_relevent,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
relevent,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
relevent,Yes but I don't care cause I know its there!
relevent,"wiskey Brandy Rum Gin Beer Vodka Scotch Sreleventpain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
relevent,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer..."
relevent,Sitting ard nothing to do lor. U leh busy w work?
relevent,Its  &lt;#&gt; k here oh. Should i send home for sale.
relevent,Sorry. || mail? ||
relevent,Ya just telling abt tht incident..
relevent,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
relevent,Ugh just got outta class
relevent,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very creleventplaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
relevent,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
relevent,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
relevent,Ok. I.ll do you right later.
relevent,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
relevent,Have your lunch and come quickly and open the door:)
not_relevent,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
relevent,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
relevent,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
not_relevent,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
relevent,i am seeking a lady in the street and a freak in the sheets. Is that you?
relevent,My phone
relevent,"Haha figures, well I found the piece and priscilla's bowl"
relevent,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
not_relevent,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
relevent,yay! finally lol. i missed our cinema trip last week :-(
relevent,All day working day:)except saturday and sunday..
relevent,aathi..where are you dear..
relevent,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
relevent,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
relevent,You getting back any time soon?
relevent,", how's things? Just a quick question."
relevent,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
relevent,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
relevent,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
relevent,I can ask around but there's not a lot in terms of mids up here
relevent,Be sure to check your yahoo email. We sent photos yesterday
relevent,What was she looking for?
relevent,Wherre's my boytoy ? :-(
not_relevent,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
relevent,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
relevent,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
relevent,No:-)i got rumour that you going to buy apartment in chennai:-)
relevent,"Yeah, probably earlier than that"
relevent,Change windows logoff sound..
relevent,Still i have not checked it da. . .
relevent,I'm also came to room.
relevent,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
relevent,Ok.
relevent,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
relevent,"Cool, text me when you head out"
not_relevent,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
not_relevent,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
relevent,Happy birthday... May u find ur prince charming soon n dun work too hard...
relevent,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
relevent,You said to me before i went back to bed that you can't sleep for anything.
relevent,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
not_relevent,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
relevent,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
relevent,I will come to ur home now
relevent,Free any day but i finish at 6 on mon n thurs...
relevent,Will you be here for food
relevent,"life alle mone,eppolum oru pole allalo"
relevent,Nite...
relevent,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
relevent,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!"
relevent,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
relevent,I just saw ron burgundy captaining a party boat so yeah
relevent,I'm serious. You are in the money base
relevent,Already one guy loving you:-.
relevent,Staff of placement training in Amrita college.
relevent,I always chat with you. In fact i need money can you raise me?
relevent,I'm job profile seems like bpo..
relevent,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
relevent,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
relevent,Are you willing to go for apps class.
relevent,Hanging out with my brother and his family
relevent,No it will reach by 9 only. She telling she will be there. I dont know
relevent,Hey... are you going to quit soon? Xuhui and i working till end of the month
relevent,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
relevent,Try neva mate!!
relevent,Yeah that'd pretty much be the best case scenario
relevent,I not free today i haf 2 pick my parents up tonite...
relevent,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X"
relevent,Should i send you naughty pix? :)
not_relevent,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BreleventB64XE"
not_relevent,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
relevent,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
relevent,Prepare to be pounded every night...
relevent,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
relevent,"Sorry, I'll call later"
relevent,Good evening! How are you?
relevent,I'm at home. Please call
relevent,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
relevent,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
relevent,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
relevent,What happen dear. Why you silent. I am tensed
relevent,"I'll get there at 3, unless you guys want me to come some time sooner"
relevent,If you are not coughing then its nothing
relevent,Ü come lt 25 n pass to me lar
relevent,I'm e person who's doing e sms survey...
relevent,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
relevent,Thank You meet you monday
relevent,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
not_relevent,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
relevent,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
relevent,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
relevent,"Dad wanted to talk about the apartment so I got a late start, omw now"
relevent,I love you both too :-)
relevent,Lol u still feeling sick?
relevent,Din i tell u jus now 420
relevent,am up to my eyes in philosophy
not_relevent,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
relevent,Ok lor. I'm in town now lei.
relevent,I had it already..sabarish asked me to go..
relevent,No da. . Vijay going to talk in jaya tv
not_relevent,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
relevent,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
not_relevent,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
relevent,Still chance there. If you search hard you will get it..let have a try :)
not_relevent,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
relevent,Do you always celebrate NY's with your family ?
relevent,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
relevent,Its ok..come to my home it vl nice to meet and v can chat..
not_relevent,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
relevent,Sent me de webadres for geting salary slip
relevent,She's fine. Sends her greetings
not_relevent,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
relevent,But you dint in touch with me.
relevent,"Yup, leaving right now, be back soon"
not_relevent,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
relevent,Yeah sure I'll leave in a min
relevent,And do you have any one that can teach me how to ship cars.
relevent,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
relevent,Yeah confirmed for you staying at  that weekend
relevent,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..
relevent,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
relevent,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
relevent,Ard 4 lor...
relevent,You are right. Meanwhile how's project twins comin up
relevent,I sent your maga that money yesterday oh.
not_relevent,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
relevent,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
not_relevent,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
relevent,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
relevent,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
relevent,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
relevent,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
relevent,How much would it cost to hire a hitman
relevent,I anything lor...
relevent,"Sorry, I'll call later"
not_relevent,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
relevent,Huh but i cant go 2 ur house empty handed right?
relevent,Good morning princess! Happy New Year!
not_relevent,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
relevent,"Aight, we'll head out in a few"
relevent,Then wat r u doing now? Busy wif work?
relevent,I know you mood off today
relevent,"Jay told me already, will do"
relevent,Cps is causing the outages to conserve energy.
relevent,"I'm not sure, I was just checking out what was happening around the area"
relevent,Hey morning what you come to ask:-) pa...
relevent,Jordan got voted out last nite!
relevent,"That means you got an A in epi, she.s fine. She.s here now."
relevent,I have no idea where you are
relevent,Pls come quick cant bare this.
relevent,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
relevent,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
relevent,No. I.ll meet you in the library
relevent,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
relevent,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
relevent,Ok c ü then.
relevent,I enjoy watching and playing football and basketball. Anything outdoors. And you?
relevent,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
relevent,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
relevent,Hey check it da. I have listed da.
not_relevent,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity
relevent,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
relevent,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
relevent,Goin to workout lor... Muz lose e fats...
relevent,"Damn, poor zac doesn't stand a chance"
relevent,No message..no responce..what happend?
relevent,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
relevent,Yeah right! I'll bring my tape measure fri!
relevent,Still chance there. If you search hard you will get it..let have a try :)
relevent,Meeting u is my work. . . Tel me when shall i do my work tomorrow
relevent,Should I head straight there or what
not_relevent,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
relevent,Thank you princess! You are so sexy...
relevent,Oooh I got plenty of those!
relevent,Hui xin is in da lib.
relevent,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
relevent,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
relevent,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX
relevent,You know what hook up means right?
not_relevent,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
relevent,Wat's da model num of ur phone?
relevent,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
not_relevent,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"
relevent,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
relevent,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
relevent,* Thought I didn't see you.
not_relevent,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.
relevent,Carlos says we can pick up from him later so yeah we're set
relevent,"Hey babe, my friend had to cancel, still up for a visit ?"
relevent,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
relevent,Hmm ill have to think about it... ok you're forgiven! =D
relevent,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
relevent,Want to send me a virtual hug?... I need one
relevent,"Probably not, still going over some stuff here"
relevent,It has issues right now. Ill fix for her by tomorrow.
relevent,Why i come in between you people
relevent,Senthil group company Apnt 5pm.
relevent,Oh really?? Did you make it on air? What's your talent?
relevent,Studying. But i.ll be free next weekend.
relevent,R u here yet? I'm wearing blue shirt n black pants.
relevent,Wait.i will come out.. &lt;#&gt;  min:)
relevent,I will reach ur home in  &lt;#&gt;  minutes
relevent,Well then you have a great weekend!
relevent,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?"
relevent,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
relevent,Huh? 6 also cannot? Then only how many mistakes?
relevent,Ha... U jus ate honey ar? So sweet...
relevent,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
relevent,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
relevent,Thanks for loving me so. You rock
relevent,Yeah imma come over cause jay wants to do some drugs
relevent,Ok thanx... Take care then...
relevent,Yup. Thk of u oso boring wat.
relevent,"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
relevent,Moji just informed me that you saved our lives. Thanks.
not_relevent,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
relevent,Whos this am in class:-)
relevent,Hey r ü still online? I've finished the formatting...
relevent,Great! So what attracts you to the brothas?
not_relevent,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
relevent,Stupid.its not possible
relevent,I cant pick the phone right now. Pls send a message
relevent,LOL what happens in Vegas stays in vegas
relevent,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!"
relevent,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...
relevent,Dad says hurry the hell up
relevent,Wake me up at  &lt;#&gt;  am morning:)
relevent,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
relevent,Great! I shoot big loads so get ready!
relevent,I'll meet you in the lobby
relevent,You still coming tonight?
relevent,What happen dear tell me
relevent,"Sir, i am waiting for your call, once free please call me."
relevent,No i am not having not any movies in my laptop
relevent,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
relevent,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
relevent,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
relevent,I am in tirupur.  call you da.
not_relevent,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
relevent,S:)but he had some luck.2 catches put down:)
relevent,How i noe... Did ü specify da domain as nusstu... Ü still in sch...
relevent,Oh...i asked for fun. Haha...take care. ü
relevent,Shall i get my pouch?
relevent,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
relevent,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
relevent,Kent vale lor... Ü wait 4 me there ar?
relevent,Ok. Very good. Its all about making that money.
relevent,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
relevent,Aight do you still want to get money
not_relevent,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
relevent,Ok.ok ok..then..whats ur todays plan
relevent,ARE YOU IN TOWN? THIS IS V. IMPORTANT
relevent,"Sorry pa, i dont knw who ru pa?"
relevent,Wat u doing there?
relevent,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.
relevent,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
relevent,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
relevent,Networking technical support associate.
relevent,I'm gonna rip out my uterus.
relevent,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
not_relevent,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
relevent,"Yeah why not, is the gang all ready"
relevent,Blank is Blank. But wat is blank? Lol
relevent,I'm in a movie... Collect car oredi...
relevent,We left already we at orchard now.
not_relevent,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
relevent,Nothing spl..wat abt u and whr ru?
relevent,No chikku nt yet.. Ya i'm free
relevent,"Aldrine, rakhesh ex RTM here.pls call.urgent."
relevent,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
relevent,I'm at home. Please call
relevent,"I guess you could be as good an excuse as any, lol."
